Player,Nation,Weekly Wage,,Yearly Salary,,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Team
Chris Richards,us USA,"£52,000",,"£2,704,000",,"DF,MF",23,26,23,2094,23.3,1,1,2,1,0,0,3,0,0.6,0.6,0.4,1,1,43,1,0.04,0.04,0.09,0.04,0.09,0.03,0.02,0.04,0.03,0.04,Crystal Palace
Chris Wood,nz NZL,"£82,000",,"£4,264,000",,FW,31,31,20,1812,20.1,14,1,15,14,0,0,0,0,11.9,11.9,2.1,14,16,30,76,0.7,0.05,0.75,0.7,0.75,0.59,0.1,0.7,0.59,0.7,Nottingham Forest
Christian Eriksen,dk DEN,"£170,000",,"£8,840,000",,MF,31,22,12,1141,12.7,1,2,3,1,0,0,1,0,1,1,2.3,3.3,20,68,23,0.08,0.16,0.24,0.08,0.24,0.08,0.18,0.26,0.08,0.26,Manchester United
Christian Nørgaard,dk DEN,"£42,000",,"£2,184,000",,MF,29,31,30,2505,27.8,2,1,3,2,0,0,8,0,3.5,3.5,1.9,5.4,15,161,42,0.07,0.04,0.11,0.07,0.11,0.12,0.07,0.19,0.12,0.19,Brentford
Christopher Nkunku,fr FRA,"£300,000",,"£15,600,000",,"FW,MF",25,11,2,443,4.9,3,0,3,3,0,0,0,0,2.3,2.3,0.2,2.5,10,19,35,0.61,0,0.61,0.61,0.61,0.47,0.05,0.52,0.47,0.52,Chelsea
Clément Lenglet,fr FRA,"£97,000",,"£5,044,000",,DF,28,14,14,1153,12.8,0,1,1,0,0,0,3,0,0.9,0.9,0.8,1.6,26,51,1,0,0.08,0.08,0,0.08,0.07,0.06,0.13,0.07,0.13,Aston Villa
Cody Gakpo,nl NED,"£110,000",,"£5,720,000",,"FW,MF",24,35,17,1649,18.3,8,5,13,8,0,0,1,0,9,9,2.9,11.8,43,83,130,0.44,0.27,0.71,0.44,0.71,0.49,0.16,0.64,0.49,0.64,Liverpool
Cole Palmer,eng ENG,"£22,000",,"£1,144,000",,"FW,MF",21,33,29,2607,29,22,11,33,13,9,9,7,0,18.2,11.1,11.1,22.2,117,197,195,0.76,0.38,1.14,0.45,0.83,0.63,0.38,1.01,0.38,0.77,Chelsea
Connor Roberts,wls WAL,"£21,000",,"£1,092,000",,DF,27,14,8,823,9.1,0,1,1,0,0,0,5,1,0,0,0.2,0.2,6,38,13,0,0.11,0.11,0,0.11,0,0.02,0.02,0,0.02,Burnley
Conor Bradley,nir NIR,"£4,400",,"£228,800",,DF,20,11,10,753,8.4,1,3,4,1,0,0,2,0,0.9,0.9,1.5,2.3,35,29,64,0.12,0.36,0.48,0.12,0.48,0.1,0.17,0.28,0.1,0.28,Liverpool
Conor Gallagher,eng ENG,"£17,000",,"£884,000",,MF,23,37,37,3128,34.8,5,7,12,5,0,0,9,1,4.2,4.2,5,9.2,62,172,122,0.14,0.2,0.35,0.14,0.35,0.12,0.15,0.27,0.12,0.27,Chelsea
Craig Dawson,eng ENG,"£67,000",,"£3,484,000",,DF,33,25,25,2209,24.5,1,1,2,1,0,0,7,0,1.5,1.5,1.4,2.9,1,49,4,0.04,0.04,0.08,0.04,0.08,0.06,0.06,0.12,0.06,0.12,Wolverhampton
Cristian Romero,ar ARG,"£175,000",,"£9,100,000",,DF,25,33,33,2790,31,5,0,5,5,0,0,7,1,3.5,3.5,0.4,3.9,32,179,8,0.16,0,0.16,0.16,0.16,0.11,0.01,0.13,0.11,0.13,Tottenham Hotspur
Curtis Jones,eng ENG,"£67,000",,"£3,484,000",,MF,22,23,14,1167,13,1,1,2,1,0,0,3,1,2.6,2.6,0.7,3.3,31,74,88,0.08,0.08,0.15,0.08,0.15,0.2,0.05,0.25,0.2,0.25,Liverpool
Dan Burn,eng ENG,"£72,000",,"£3,744,000",,DF,31,33,32,2726,30.3,2,2,4,2,0,0,4,0,3.1,3.1,1.1,4.2,14,75,25,0.07,0.07,0.13,0.07,0.13,0.1,0.04,0.14,0.1,0.14,Newcastle United
Dango Ouattara,bf BFA,"£42,000",,"£2,184,000",,"FW,DF",21,30,12,1229,13.7,1,2,3,1,0,0,3,0,2.6,2.6,1.5,4.1,47,35,90,0.07,0.15,0.22,0.07,0.22,0.19,0.11,0.3,0.19,0.3,Bournemouth
Daniel Bentley,eng ENG,"£17,000",,"£884,000",,GK,30,5,3,383,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wolverhampton
Danilo,br BRA,"£32,000",,"£1,664,000",,MF,22,29,20,1792,19.9,2,2,4,2,0,0,4,0,1.8,1.8,1.5,3.4,22,83,28,0.1,0.1,0.2,0.1,0.2,0.09,0.08,0.17,0.09,0.17,Nottingham Forest
Danny Ings,eng ENG,"£125,000",,"£6,500,000",,FW,31,20,3,404,4.5,1,0,1,1,0,0,1,0,1.3,1.3,0.3,1.5,7,8,29,0.22,0,0.22,0.22,0.22,0.28,0.06,0.34,0.28,0.34,West Ham United
Danny Welbeck,eng ENG,"£52,000",,"£2,704,000",,"FW,MF",32,29,21,1693,18.8,5,1,6,5,0,0,4,0,5.3,5.3,1.7,7,32,44,100,0.27,0.05,0.32,0.27,0.32,0.28,0.09,0.37,0.28,0.37,Brighton
Dara O'Shea,ie IRL,"£37,000",,"£1,924,000",,DF,24,33,32,2892,32.1,3,4,7,3,0,0,5,1,0.7,0.7,2,2.7,32,122,10,0.09,0.12,0.22,0.09,0.22,0.02,0.06,0.08,0.02,0.08,Burnley
Darwin Núñez,uy URU,"£140,000",,"£7,280,000",,FW,24,36,22,2047,22.7,11,8,19,11,0,1,9,0,16.3,15.5,6,21.5,58,54,206,0.48,0.35,0.84,0.48,0.84,0.72,0.27,0.98,0.68,0.95,Liverpool
David Brooks,wls WAL,"£37,000",,"£1,924,000",,"FW,MF",26,13,2,282,3.1,1,1,2,1,0,0,1,0,2.2,2.2,1,3.2,8,21,27,0.32,0.32,0.64,0.32,0.64,0.7,0.33,1.03,0.7,1.03,Bournemouth
David Raya,es ESP,"£77,000",,"£4,004,000",,GK,27,32,32,2880,32,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Arsenal
Dean Henderson,eng ENG,"£100,000",,"£5,200,000",,GK,26,18,18,1620,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crystal Palace
Declan Rice,eng ENG,"£250,000",,"£13,000,000",,MF,24,38,37,3225,35.8,7,8,15,7,0,0,5,0,3.3,3.3,5.3,8.6,75,278,64,0.2,0.22,0.42,0.2,0.42,0.09,0.15,0.24,0.09,0.24,Arsenal
Deivid Washington,br BRA,"£42,000",,"£2,184,000",,"DF,FW",18,2,0,13,0.1,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,1,0,0,0,0,0,3.23,0,3.23,3.23,3.23,Chelsea
Dejan Kulusevski,se SWE,"£140,000",,"£7,280,000",,"FW,MF",23,36,31,2762,30.7,8,3,11,8,0,0,7,0,4.7,4.7,7.7,12.4,151,144,388,0.26,0.1,0.36,0.26,0.36,0.15,0.25,0.4,0.15,0.4,Tottenham Hotspur
Destiny Udogie,it ITA,"£52,000",,"£2,704,000",,DF,20,28,28,2391,26.6,2,3,5,2,0,0,7,1,2.4,2.4,2.2,4.6,83,155,138,0.08,0.11,0.19,0.08,0.19,0.09,0.08,0.17,0.09,0.17,Tottenham Hotspur
Diego Carlos,br BRA,"£100,000",,"£5,200,000",,DF,30,27,20,1816,20.2,0,0,0,0,0,0,4,0,1.9,1.9,0.1,2,4,59,1,0,0,0,0,0,0.1,0,0.1,0.1,0.1,Aston Villa
Diogo Dalot,pt POR,"£87,000",,"£4,524,000",,DF,24,36,35,3174,35.3,2,3,5,2,0,0,6,1,1.7,1.7,2.9,4.6,52,124,111,0.06,0.09,0.14,0.06,0.14,0.05,0.08,0.13,0.05,0.13,Manchester United
Diogo Jota,pt POR,"£140,000",,"£7,280,000",,FW,26,21,14,1145,12.7,10,3,13,10,0,0,3,1,5.3,5.3,3.3,8.6,54,34,111,0.79,0.24,1.02,0.79,1.02,0.42,0.26,0.68,0.42,0.68,Liverpool
Divock Origi,be BEL,"£87,000",,"£4,524,000",,FW,28,20,6,606,6.7,0,1,1,0,0,0,1,0,1.4,1.4,2.1,3.5,19,14,41,0,0.15,0.15,0,0.15,0.21,0.31,0.51,0.21,0.51,Nottingham Forest
Dominic Calvert-Lewin,eng ENG,"£120,000",,"£6,240,000",,FW,26,32,26,2171,24.1,7,2,9,5,2,2,2,0,12.9,11.4,3.1,14.5,36,31,122,0.29,0.08,0.37,0.21,0.29,0.54,0.13,0.66,0.47,0.6,Everton
Dominic Solanke,eng ENG,"£72,000",,"£3,744,000",,FW,25,38,37,3325,36.9,19,3,22,17,2,3,3,0,19.6,17.2,3,20.3,52,60,184,0.51,0.08,0.6,0.46,0.54,0.53,0.08,0.61,0.47,0.55,Bournemouth
Dominik Szoboszlai,hu HUN,"£120,000",,"£6,240,000",,MF,22,33,25,2104,23.4,3,2,5,3,0,0,1,0,3.7,3.7,5.8,9.5,75,152,160,0.13,0.09,0.21,0.13,0.21,0.16,0.25,0.4,0.16,0.4,Liverpool
Donny van de Beek,nl NED,"£140,000",,"£7,280,000",,DF,26,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,1,0,0,0,0,0,1.09,4.44,5.54,1.09,5.54,Manchester United
Douglas Luiz,br BRA,"£92,000",,"£4,784,000",,MF,25,35,35,2993,33.3,9,5,14,5,4,4,12,0,6.9,3.8,5.4,9.2,60,168,50,0.27,0.15,0.42,0.15,0.3,0.21,0.16,0.37,0.11,0.28,Aston Villa
Dwight McNeil,eng ENG,"£77,000",,"£4,004,000",,"MF,FW",23,35,33,2892,32.1,3,6,9,3,0,0,2,0,3.4,3.4,8.8,12.2,80,114,147,0.09,0.19,0.28,0.09,0.28,0.11,0.27,0.38,0.11,0.38,Everton
Ebere Eze,eng ENG,"£47,000",,"£2,444,000",,"MF,FW",25,27,24,2055,22.8,11,4,15,10,1,1,3,0,9.1,8.3,5.2,13.5,68,93,139,0.48,0.18,0.66,0.44,0.61,0.4,0.23,0.62,0.36,0.59,Crystal Palace
Eddie Nketiah,eng ENG,"£77,000",,"£4,004,000",,FW,24,27,10,1082,12,5,2,7,5,0,0,3,0,4.5,4.5,0.8,5.4,22,20,77,0.42,0.17,0.58,0.42,0.58,0.38,0.07,0.45,0.38,0.45,Arsenal
Ederson,br BRA,"£180,000",,"£9,360,000",,GK,29,33,33,2785,30.9,0,0,0,0,0,0,5,0,0,0,0.1,0.1,0,4,0,0,0,0,0,0,0,0,0,0,0,Manchester City
Edson Álvarez,mx MEX,"£100,000",,"£5,200,000",,MF,25,31,28,2377,26.4,1,1,2,1,0,0,11,0,1.3,1.3,0.6,1.9,20,91,26,0.04,0.04,0.08,0.04,0.08,0.05,0.02,0.07,0.05,0.07,West Ham United
Elijah Adebayo,eng ENG,"£32,000",,"£1,664,000",,FW,25,27,16,1419,15.8,10,0,10,10,0,0,1,0,5.9,5.9,0.7,6.6,16,23,110,0.63,0,0.63,0.63,0.63,0.37,0.04,0.42,0.37,0.42,Luton Town
Elliot Anderson,sct SCO,"£14,000",,"£728,000",,"MF,FW",20,21,10,1027,11.4,0,2,2,0,0,0,3,0,1.5,1.5,1.9,3.5,37,57,70,0,0.18,0.18,0,0.18,0.13,0.17,0.3,0.13,0.3,Newcastle United
Emerson,br BRA,"£97,000",,"£5,044,000",,DF,24,22,11,1161,12.9,1,0,1,1,0,0,4,0,0.2,0.2,0.4,0.6,21,57,35,0.08,0,0.08,0.08,0.08,0.02,0.03,0.05,0.02,0.05,Tottenham Hotspur
Emil Krafth,se SWE,"£37,000",,"£1,924,000",,DF,28,17,8,913,10.1,0,0,0,0,0,0,2,0,0.2,0.2,1,1.2,12,29,33,0,0,0,0,0,0.02,0.1,0.12,0.02,0.12,Newcastle United
Emile Smith Rowe,eng ENG,"£68,000",,"£3,536,000",,MF,23,13,3,353,3.9,0,1,1,0,0,0,0,0,2,2,0.2,2.2,11,23,18,0,0.25,0.25,0,0.25,0.5,0.06,0.56,0.5,0.56,Arsenal
Emiliano Martínez,ar ARG,"£125,000",,"£6,500,000",,GK,30,34,34,3015,33.5,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Aston Villa
Enso Gonzalez,py PAR,"£27,000",,"£1,404,000",,"MF,DF",18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Wolverhampton
Enzo Fernández,ar ARG,"£180,000",,"£9,360,000",,MF,22,28,26,2209,24.5,3,2,5,2,1,2,7,0,6.2,4.6,3.4,8,52,210,54,0.12,0.08,0.2,0.08,0.16,0.25,0.14,0.39,0.19,0.33,Chelsea
Eric Dier,eng ENG,"£100,000",,"£5,200,000",,DF,29,4,1,201,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Tottenham Hotspur
Erling Haaland,no NOR,"£340,000",,"£17,680,000",,FW,23,31,29,2552,28.4,27,5,32,20,7,8,1,0,29.2,22.9,4.3,27.2,35,26,126,0.95,0.18,1.13,0.71,0.88,1.03,0.15,1.18,0.81,0.96,Manchester City
Ethan Pinnock,jm JAM,"£32,000",,"£1,664,000",,DF,30,29,28,2521,28,2,0,2,2,0,0,1,0,2,2,1,3,11,61,16,0.07,0,0.07,0.07,0.07,0.07,0.04,0.11,0.07,0.11,Brentford
Evan Ferguson,ie IRL,"£27,000",,"£1,404,000",,FW,18,27,15,1367,15.2,6,0,6,6,0,0,1,0,4.6,4.6,0.5,5.1,13,15,62,0.4,0,0.4,0.4,0.4,0.3,0.04,0.34,0.3,0.34,Brighton
Ezri Konsa,eng ENG,"£92,000",,"£4,784,000",,DF,25,35,35,3069,34.1,1,0,1,1,0,0,5,0,2.5,2.5,0.5,3,37,136,33,0.03,0,0.03,0.03,0.03,0.07,0.02,0.09,0.07,0.09,Aston Villa
Fábio Silva,pt POR,"£42,000",,"£2,184,000",,FW,21,8,3,264,2.9,0,0,0,0,0,0,2,0,1,1,0.2,1.2,5,10,13,0,0,0,0,0,0.35,0.07,0.42,0.35,0.42,Wolverhampton
Fabian Schär,ch SUI,"£47,000",,"£2,444,000",,DF,31,36,35,3054,33.9,4,1,5,4,0,0,5,0,2.5,2.5,0.7,3.3,28,133,20,0.12,0.03,0.15,0.12,0.15,0.07,0.02,0.1,0.07,0.1,Newcastle United
Facundo Buonanotte,ar ARG,"£17,000",,"£884,000",,"FW,MF",18,27,17,1364,15.2,3,1,4,3,0,0,7,0,2.4,2.4,1.8,4.2,23,42,69,0.2,0.07,0.26,0.2,0.26,0.16,0.12,0.28,0.16,0.28,Brighton
Facundo Pellistri,uy URU,"£27,000",,"£1,404,000",,"FW,MF",21,9,1,172,1.9,0,1,1,0,0,0,0,0,0.7,0.7,0.1,0.8,6,6,31,0,0.52,0.52,0,0.52,0.38,0.05,0.43,0.38,0.43,Manchester United
Felipe,br BRA,"£72,000",,"£3,744,000",,DF,34,7,4,375,4.2,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.2,1,6,0,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,Nottingham Forest
Fodé Ballo-Touré,sn SEN,"£23,000",,"£1,196,000",,"DF,MF",26,6,0,71,0.8,0,0,0,0,0,0,1,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,Fulham
Frank Onyeka,ng NGA,"£37,000",,"£1,924,000",,MF,25,26,11,1161,12.9,1,2,3,1,0,0,8,0,2.2,2.2,1.8,4,17,33,39,0.08,0.16,0.23,0.08,0.23,0.17,0.14,0.31,0.17,0.31,Brentford
Gabriel,br BRA,"£100,000",,"£5,200,000",,DF,25,36,34,3044,33.8,4,0,4,4,0,0,4,0,4.3,4.3,0.7,5,13,117,8,0.12,0,0.12,0.12,0.12,0.13,0.02,0.15,0.13,0.15,Arsenal
Gabriel Jesus,br BRA,"£120,000",,"£6,240,000",,FW,26,27,17,1478,16.4,4,5,9,4,0,0,6,0,6.3,6.3,3.8,10.1,38,42,155,0.24,0.3,0.55,0.24,0.55,0.39,0.23,0.62,0.39,0.62,Arsenal
Gabriel Martinelli,br BRA,"£200,000",,"£10,400,000",,FW,22,35,24,2019,22.4,6,4,10,6,0,0,1,0,6.8,6.8,6.1,12.9,127,65,345,0.27,0.18,0.45,0.27,0.45,0.31,0.27,0.58,0.31,0.58,Arsenal
Gabriel Osho,ng NGA,"£23,000",,"£1,196,000",,DF,24,21,21,1846,20.5,2,0,2,2,0,0,3,0,1.1,1.1,0.1,1.2,10,37,4,0.1,0,0.1,0.1,0.1,0.05,0.01,0.06,0.05,0.06,Luton Town
George Baldock,gr GRE,"£26,000",,"£1,352,000",,DF,30,13,11,969,10.8,0,1,1,0,0,0,4,0,0,0,0.8,0.8,9,31,24,0,0.09,0.09,0,0.09,0,0.07,0.08,0,0.08,Sheffield United
George Earthy,eng ENG,"£1,200",,"£62,400",,FW,18,3,0,34,0.4,1,0,1,1,0,0,0,0,0.3,0.3,0,0.3,0,1,3,2.65,0,2.65,2.65,2.65,0.82,0,0.82,0.82,0.82,West Ham United
Giovani Lo Celso,ar ARG,"£100,000",,"£5,200,000",,MF,27,22,4,506,5.6,2,2,4,2,0,0,2,0,0.6,0.6,1.9,2.5,25,68,29,0.36,0.36,0.71,0.36,0.71,0.1,0.34,0.45,0.1,0.45,Tottenham Hotspur
Gonzalo Montiel,ar ARG,"£18,000",,"£936,000",,DF,26,14,8,801,8.9,0,2,2,0,0,0,5,0,0.1,0.1,1.4,1.5,10,28,32,0,0.22,0.22,0,0.22,0.01,0.15,0.17,0.01,0.17,Nottingham Forest
Guglielmo Vicario,it ITA,"£81,000",,"£4,212,000",,GK,26,38,38,3420,38,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Tottenham Hotspur
Gustavo Hamer,nl NED,"£36,000",,"£1,872,000",,MF,26,36,34,2910,32.3,4,6,10,4,0,0,9,0,3,3,6.1,9.1,36,135,86,0.12,0.19,0.31,0.12,0.31,0.09,0.19,0.28,0.09,0.28,Sheffield United
Hannes Delcroix,be BEL,"£21,000",,"£1,092,000",,DF,24,12,5,589,6.5,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,2,18,6,0,0,0,0,0,0.05,0.03,0.09,0.05,0.09,Burnley
Han-Noah Massengo,fr FRA,"£14,000",,"£728,000",,"MF,DF",22,3,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Burnley
Harrison Reed,eng ENG,"£51,000",,"£2,652,000",,MF,28,27,15,1325,14.7,0,2,2,0,0,0,6,0,0.3,0.3,1.1,1.4,10,56,40,0,0.14,0.14,0,0.14,0.02,0.07,0.09,0.02,0.09,Fulham
Harry Maguire,eng ENG,"£200,000",,"£10,400,000",,DF,30,22,18,1653,18.4,2,2,4,2,0,0,4,0,2,2,1.2,3.3,20,73,2,0.11,0.11,0.22,0.11,0.22,0.11,0.07,0.18,0.11,0.18,Manchester United
Harry Toffolo,eng ENG,"£36,000",,"£1,872,000",,DF,27,23,15,1459,16.2,1,3,4,1,0,0,3,0,1.6,1.6,1.5,3.2,10,42,34,0.06,0.19,0.25,0.06,0.25,0.1,0.1,0.2,0.1,0.2,Nottingham Forest
Harry Wilson,wls WAL,"£41,000",,"£2,132,000",,FW,26,35,16,1620,18,4,6,10,4,0,0,6,0,3.4,3.4,3.5,6.8,41,60,130,0.22,0.33,0.56,0.22,0.56,0.19,0.19,0.38,0.19,0.38,Fulham
Harvey Barnes,eng ENG,"£120,000",,"£6,240,000",,"FW,MF",25,21,7,802,8.9,5,3,8,5,0,0,2,0,3.6,3.6,3.2,6.8,45,34,79,0.56,0.34,0.9,0.56,0.9,0.4,0.36,0.76,0.4,0.76,Newcastle United
Harvey Elliott,eng ENG,"£46,000",,"£2,392,000",,"MF,FW",20,34,11,1352,15,3,6,9,3,0,0,2,0,2.7,2.7,3.5,6.2,44,128,122,0.2,0.4,0.6,0.2,0.6,0.18,0.23,0.42,0.18,0.42,Liverpool
Hjalmar Ekdal,se SWE,"£16,000",,"£832,000",,DF,24,8,5,437,4.9,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,5,11,1,0,0,0,0,0,0.01,0.01,0.03,0.01,0.03,Burnley
Hugo Bueno,es ESP,"£5,200",,"£270,400",,"DF,MF",20,22,7,741,8.2,0,0,0,0,0,0,1,0,0.3,0.3,0.8,1,22,8,40,0,0,0,0,0,0.03,0.09,0.13,0.03,0.13,Wolverhampton
Hwang Hee-chan,kr KOR,"£56,000",,"£2,912,000",,"FW,MF",27,29,25,2119,23.5,12,3,15,11,1,1,6,0,7.7,6.9,3,9.9,37,37,120,0.51,0.13,0.64,0.47,0.59,0.33,0.13,0.45,0.29,0.42,Wolverhampton
Ian Maatsen,nl NED,"£11,000",,"£572,000",,"FW,MF",21,12,1,209,2.3,0,0,0,0,0,0,1,0,0.8,0.8,0.1,0.9,9,8,15,0,0,0,0,0,0.35,0.04,0.39,0.35,0.39,Chelsea
Ibrahim Sangaré,ci CIV,"£81,000",,"£4,212,000",,MF,25,17,13,1035,11.5,0,0,0,0,0,0,6,0,0.6,0.6,0.4,1,5,44,7,0,0,0,0,0,0.06,0.03,0.09,0.06,0.09,Nottingham Forest
Ibrahima Konaté,fr FRA,"£71,000",,"£3,692,000",,DF,24,22,17,1574,17.5,0,0,0,0,0,0,5,1,0.7,0.7,0.4,1.1,24,118,3,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06,Liverpool
Igor,br BRA,"£51,000",,"£2,652,000",,DF,25,24,17,1637,18.2,0,0,0,0,0,0,4,0,0.3,0.3,0.7,1,30,107,12,0,0,0,0,0,0.02,0.04,0.05,0.02,0.05,Brighton
Illia Zabarnyi,ua UKR,"£46,000",,"£2,392,000",,DF,20,37,37,3330,37,1,0,1,1,0,0,5,0,1.1,1.1,0.4,1.5,24,109,1,0.03,0,0.03,0.03,0.03,0.03,0.01,0.04,0.03,0.04,Bournemouth
Issa Diop,fr FRA,"£66,000",,"£3,432,000",,DF,26,18,16,1424,15.8,0,0,0,0,0,0,4,1,0.3,0.3,0,0.3,11,66,1,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Fulham
Issa Kaboré,bf BFA,"£21,000",,"£1,092,000",,DF,22,24,21,1729,19.2,0,2,2,0,0,0,7,0,0.2,0.2,2.1,2.3,60,54,85,0,0.1,0.1,0,0.1,0.01,0.11,0.12,0.01,0.12,Luton Town
Ivan Perišić,hr CRO,"£180,000",,"£9,360,000",,FW,34,5,0,103,1.1,0,1,1,0,0,0,2,0,0.1,0.1,0.9,1,15,9,17,0,0.87,0.87,0,0.87,0.1,0.75,0.85,0.1,0.85,Tottenham Hotspur
